batch_num,episode_end,episodes_range,global_step,mean_return,mean_distance,mean_survival,success_rate
92,1840,1821-1840,196608,-10.0,0.3541561624414685,80.3,0.0
93,1860,1841-1860,196608,-10.0,0.7986427312673041,104.3,0.0
94,1880,1861-1880,196608,-10.0,0.2974584598284228,95.1,0.0
95,1900,1881-1900,196608,-10.0,0.3651164239722109,87.35,0.0
96,1920,1901-1920,196608,-10.0,0.6378615413946378,109.8,0.0
97,1940,1921-1940,196608,-10.0,0.6525066165237969,107.9,0.0
98,1960,1941-1960,196608,-10.0,0.5468333085293792,99.55,0.0
99,1980,1961-1980,196608,-10.0,0.6040131664427045,94.6,0.0
100,2000,1981-2000,196608,-10.0,0.6195432379101495,85.65,0.0
101,2020,2001-2020,196608,-10.0,0.27223031839469913,89.5,0.0
102,2040,2021-2040,196608,-10.0,0.6171059444122887,91.6,0.0
103,2060,2041-2060,196608,-10.0,0.6070740236476475,97.85,0.0
104,2080,2061-2080,196608,-10.0,0.5863399957477451,78.15,0.0
105,2100,2081-2100,196608,-10.0,0.3355519733813258,81.85,0.0
106,2120,2101-2120,196608,-10.0,0.6126460983394784,84.85,0.0
107,2140,2121-2140,196608,-10.0,0.8727087956145899,87.5,0.0
108,2160,2141-2160,196608,-10.0,0.2864296740756797,98.1,0.0
109,2180,2161-2180,196608,-10.0,0.395147770872769,87.65,0.0
110,2200,2181-2200,196608,-10.0,0.45758439143540064,87.65,0.0
111,2220,2201-2220,262144,-10.0,0.6599080499578205,85.4,0.0
112,2240,2221-2240,262144,-10.0,0.7179125957243819,100.9,0.0
113,2260,2241-2260,262144,-10.0,0.597573838462379,90.15,0.0
114,2280,2261-2280,262144,-10.0,0.8755755650827275,117.3,0.0
115,2300,2281-2300,262144,-10.0,0.44928366951724374,99.1,0.0
116,2320,2301-2320,262144,-10.0,0.7908569716243352,96.2,0.0
117,2340,2321-2340,262144,-10.0,0.9658798675475901,79.95,0.0
118,2360,2341-2360,262144,-10.0,0.97486694707676,88.5,0.0
119,2380,2361-2380,262144,-10.0,0.28252765432933225,90.65,0.0
120,2400,2381-2400,262144,-10.0,0.6108821749076168,83.25,0.0
121,2420,2401-2420,262144,-10.0,0.2714883582131711,78.3,0.0
122,2440,2421-2440,262144,-10.0,0.5864544831882772,96.85,0.0
123,2460,2441-2460,262144,-10.0,0.47852988443736183,73.5,0.0
124,2480,2461-2480,262144,-10.0,0.6176479133346309,83.0,0.0
125,2500,2481-2500,262144,-10.0,0.7152408677878525,93.25,0.0
126,2520,2501-2520,262144,-10.0,0.4153434762844562,99.95,0.0
127,2540,2521-2540,262144,-10.0,0.44351102931877423,105.9,0.0
128,2560,2541-2560,262144,-10.0,0.6341628263531254,89.85,0.0
129,2580,2561-2580,262144,-10.0,0.8682325547863483,79.8,0.0
130,2600,2581-2600,262144,-10.0,0.46256650218694145,75.75,0.0
131,2620,2601-2620,262144,-10.0,0.5452726319407463,94.2,0.0
132,2640,2621-2640,262144,-10.0,0.5021419770769624,88.35,0.0
133,2660,2641-2660,262144,-10.0,0.3167735799953094,82.65,0.0
134,2680,2661-2680,262144,-10.0,0.9273386193547133,94.75,0.0
135,2700,2681-2700,262144,-10.0,0.560105247374619,91.45,0.0
136,2720,2701-2720,262144,-10.0,0.4348619586766576,100.65,0.0
137,2740,2721-2740,262144,-10.0,0.8983246484154392,94.0,0.0
138,2760,2741-2760,262144,-10.0,0.6551079035931922,79.95,0.0
139,2780,2761-2780,262144,-10.0,0.5010696320130978,90.7,0.0
140,2800,2781-2800,262144,-10.0,0.7688027624538428,103.0,0.0
141,2820,2801-2820,262144,-10.0,0.2259414602716142,83.1,0.0
142,2840,2821-2840,262144,-10.0,0.23560206076998683,91.75,0.0
143,2860,2841-2860,262144,-10.0,0.5660096728948432,78.6,0.0
144,2880,2861-2880,262144,-10.0,0.355748635904242,93.1,0.0
145,2900,2881-2900,262144,-10.0,0.6956608007784276,95.35,0.0
146,2920,2901-2920,262144,-10.0,0.2172303601014826,94.75,0.0
147,2940,2921-2940,327680,-10.0,0.7648590488133018,96.95,0.0
148,2960,2941-2960,327680,-10.0,0.68886697458172,95.05,0.0
149,2980,2961-2980,327680,-10.0,0.9203394489068633,97.5,0.0
150,3000,2981-3000,327680,-10.0,0.3669680250480031,89.15,0.0
151,3020,3001-3020,327680,-10.0,0.5052830091005325,70.35,0.0
152,3040,3021-3040,327680,-10.0,0.5271654478583654,79.45,0.0
153,3060,3041-3060,327680,-10.0,0.5894102405851357,93.0,0.0
154,3080,3061-3080,327680,-10.0,0.3302851211556171,93.6,0.0
155,3100,3081-3100,327680,-10.0,0.7759995804952267,81.45,0.0
156,3120,3101-3120,327680,-10.0,0.49158640628707123,84.65,0.0
157,3140,3121-3140,327680,-10.0,0.47701621339859945,99.2,0.0
158,3160,3141-3160,327680,-10.0,0.5654400289352668,80.35,0.0
159,3180,3161-3180,327680,-10.0,0.18511039469596216,86.45,0.0
160,3200,3181-3200,327680,-10.0,0.3381291297591696,82.1,0.0
161,3220,3201-3220,327680,-10.0,0.6152596010114585,79.45,0.0
162,3240,3221-3240,327680,-10.0,0.6509745803675206,111.5,0.0
163,3260,3241-3260,327680,-10.0,0.2719279794169084,85.75,0.0
164,3280,3261-3280,327680,-10.0,0.3439927602630026,107.55,0.0
165,3300,3281-3300,327680,-10.0,0.46466440577755136,92.0,0.0
166,3320,3301-3320,327680,-10.0,0.552093247692454,70.35,0.0
167,3340,3321-3340,327680,-10.0,0.17957029655174808,82.15,0.0
168,3360,3341-3360,327680,-10.0,0.583405081422635,80.95,0.0
169,3380,3361-3380,327680,-10.0,0.5921683383118077,101.35,0.0
170,3400,3381-3400,327680,-10.0,0.46719723982117456,77.85,0.0
171,3420,3401-3420,327680,-10.0,0.2346188172012477,84.85,0.0
172,3440,3421-3440,327680,-10.0,0.5676310231679806,85.8,0.0
173,3460,3441-3460,327680,-10.0,0.5764591813273154,101.45,0.0
174,3480,3461-3480,327680,-10.0,0.6159962777089516,97.3,0.0
175,3500,3481-3500,327680,-10.0,0.37621069411796804,79.55,0.0
176,3520,3501-3520,327680,-10.0,0.5439895537019204,93.7,0.0
177,3540,3521-3540,327680,-10.0,0.49818504825171583,89.55,0.0
178,3560,3541-3560,327680,-10.0,0.6368966439244248,94.15,0.0
179,3580,3561-3580,327680,-10.0,0.3024197976476814,88.45,0.0
180,3600,3581-3600,327680,-10.0,0.44660504412319435,73.4,0.0
181,3620,3601-3620,327680,-10.0,0.28370377243432293,90.4,0.0
182,3640,3621-3640,327680,-10.0,0.43141283273877756,87.35,0.0
183,3660,3641-3660,327680,-10.0,0.31082442659339937,80.75,0.0
184,3680,3661-3680,393216,-10.0,0.5546476140900884,80.3,0.0
185,3700,3681-3700,393216,-10.0,0.513873985682642,84.25,0.0
186,3720,3701-3720,393216,-10.0,0.8451259540454034,84.9,0.0
187,3740,3721-3740,393216,-10.0,0.7419324449175508,84.45,0.0
188,3760,3741-3760,393216,-10.0,0.36429639929592733,83.6,0.0
189,3780,3761-3780,393216,-10.0,0.6993522619138663,89.25,0.0
190,3800,3781-3800,393216,-10.0,0.9209735006215247,82.35,0.0
191,3820,3801-3820,393216,-10.0,0.5904374176309667,89.25,0.0
192,3840,3821-3840,393216,-10.0,0.5405455420405985,94.25,0.0
193,3860,3841-3860,393216,-10.0,0.6705677807765743,76.1,0.0
194,3880,3861-3880,393216,-10.0,0.5391270165125468,73.1,0.0
195,3900,3881-3900,393216,-10.0,0.15884487483499302,88.6,0.0
196,3920,3901-3920,393216,-10.0,0.42145579009791145,91.55,0.0
197,3940,3921-3940,393216,-10.0,0.6108763755870444,85.4,0.0
198,3960,3941-3960,393216,-10.0,0.3902792628965065,82.3,0.0
199,3980,3961-3980,393216,-10.0,0.40705039370805557,94.8,0.0
200,4000,3981-4000,393216,-10.0,0.524918562405879,78.5,0.0
201,4020,4001-4020,393216,-10.0,0.5142004585765649,93.2,0.0
202,4040,4021-4040,393216,-10.0,0.4012394536000031,78.3,0.0
203,4060,4041-4060,393216,-10.0,0.47360521541969514,111.4,0.0
204,4080,4061-4080,393216,-10.0,0.7914410513456634,89.35,0.0
205,4100,4081-4100,393216,-10.0,0.5771749899823652,83.5,0.0
206,4120,4101-4120,393216,-10.0,0.3575195482326901,88.9,0.0
207,4140,4121-4140,393216,-10.0,0.650279916525542,90.3,0.0
208,4160,4141-4160,393216,-10.0,0.2942465679138008,69.0,0.0
209,4180,4161-4180,393216,-10.0,0.40190393879833464,85.6,0.0
210,4200,4181-4200,393216,-10.0,0.6792923857531484,86.3,0.0
211,4220,4201-4220,393216,-10.0,0.49888470461582174,77.45,0.0
212,4240,4221-4240,393216,-10.0,0.25321468379180034,96.7,0.0
213,4260,4241-4260,393216,-10.0,0.2967888023389086,81.1,0.0
214,4280,4261-4280,393216,-10.0,0.8859265467039531,78.3,0.0
215,4300,4281-4300,393216,-10.0,0.7747602219095888,86.4,0.0
216,4320,4301-4320,393216,-10.0,0.6132064041460639,81.6,0.0
217,4340,4321-4340,393216,-10.0,0.9756486702714771,101.95,0.0
218,4360,4341-4360,393216,-10.0,0.9891867170191159,82.75,0.0
219,4380,4361-4380,393216,-10.0,0.5512725912830381,82.15,0.0
220,4400,4381-4400,393216,-10.0,0.47546613539716615,85.45,0.0
221,4420,4401-4420,393216,-10.0,0.5168355642173031,78.95,0.0
222,4440,4421-4440,458752,-10.0,0.6091889694578054,78.25,0.0
223,4460,4441-4460,458752,-10.0,0.22988810975438684,85.6,0.0
224,4480,4461-4480,458752,-10.0,0.7964123665760766,73.9,0.0
225,4500,4481-4500,458752,-10.0,0.3220042486660194,79.6,0.0
226,4520,4501-4520,458752,-10.0,0.6496751560444196,82.15,0.0
227,4540,4521-4540,458752,-10.0,0.48304222778808165,85.9,0.0
228,4560,4541-4560,458752,-10.0,0.982917976847825,91.45,0.0
229,4580,4561-4580,458752,-10.0,0.6257550234093598,82.5,0.0
230,4600,4581-4600,458752,-10.0,0.3009430544238234,85.75,0.0
231,4620,4601-4620,458752,-10.0,1.154586608681361,98.55,0.0
232,4640,4621-4640,458752,-10.0,0.7207846692195946,88.25,0.0
233,4660,4641-4660,458752,-10.0,0.5357035350862477,76.25,0.0
234,4680,4661-4680,458752,-10.0,0.38543170917378455,83.2,0.0
235,4700,4681-4700,458752,-10.0,0.3191172518096962,73.5,0.0
236,4720,4701-4720,458752,-10.0,0.6253629226384794,89.5,0.0
237,4740,4721-4740,458752,-10.0,0.4261552212778855,79.6,0.0
238,4760,4741-4760,458752,-10.0,0.7315097129630563,86.0,0.0
239,4780,4761-4780,458752,-10.0,0.5301773372917162,74.2,0.0
240,4800,4781-4800,458752,-10.0,0.4541397800683632,98.2,0.0
241,4820,4801-4820,458752,-10.0,0.47350864994346475,89.6,0.0
242,4840,4821-4840,458752,-10.0,0.7514390769747508,89.35,0.0
243,4860,4841-4860,458752,-10.0,0.3788903208992782,75.5,0.0
244,4880,4861-4880,458752,-10.0,0.5380815119330946,89.2,0.0
245,4900,4881-4900,458752,-10.0,0.5100358335317978,84.0,0.0
246,4920,4901-4920,458752,-10.0,0.5248735082614844,67.35,0.0
247,4940,4921-4940,458752,-10.0,0.4313123711417119,86.9,0.0
248,4960,4941-4960,458752,-10.0,0.6800197673922511,80.9,0.0
249,4980,4961-4980,458752,-10.0,0.8918250451722436,85.55,0.0
250,5000,4981-5000,458752,-10.0,1.0742807366646094,92.45,0.0
251,5020,5001-5020,458752,-10.0,0.8615787840701529,79.45,0.0
252,5040,5021-5040,458752,-10.0,0.18622666181433165,90.1,0.0
253,5060,5041-5060,458752,-10.0,0.9769648544218968,99.0,0.0
254,5080,5061-5080,458752,-10.0,0.6175433568206925,78.55,0.0
255,5100,5081-5100,458752,-10.0,0.921395567738918,86.55,0.0
256,5120,5101-5120,458752,-10.0,0.6904270195543835,77.95,0.0
257,5140,5121-5140,458752,-10.0,0.6457213539290064,94.35,0.0
258,5160,5141-5160,458752,-10.0,0.6793397739507955,89.2,0.0
259,5180,5161-5180,458752,-10.0,0.9292097769379449,94.75,0.0
260,5200,5181-5200,524288,-10.0,0.2523530945634175,88.4,0.0
261,5220,5201-5220,524288,-10.0,0.6584754901043255,86.05,0.0
262,5240,5221-5240,524288,-10.0,0.4680983600926266,86.9,0.0
263,5260,5241-5260,524288,-10.0,0.7613563094761423,94.25,0.0
264,5280,5261-5280,524288,-10.0,1.1619939128185723,104.15,0.0
265,5300,5281-5300,524288,-10.0,0.8123142551692519,99.55,0.0
266,5320,5301-5320,524288,-10.0,0.7689343883742443,76.35,0.0
267,5340,5321-5340,524288,-10.0,0.4814471701126207,93.55,0.0
268,5360,5341-5360,524288,-10.0,0.5712164032603767,79.65,0.0
269,5380,5361-5380,524288,-10.0,0.5160865005337198,74.65,0.0
270,5400,5381-5400,524288,-10.0,0.7486402116913575,82.2,0.0
271,5420,5401-5420,524288,-10.0,0.6135073373616795,85.45,0.0
272,5440,5421-5440,524288,-10.0,0.8704055501221296,86.25,0.0
273,5460,5441-5460,524288,-10.0,0.5312602825471346,84.5,0.0
274,5480,5461-5480,524288,-10.0,0.5169118382102514,82.1,0.0
275,5500,5481-5500,524288,-10.0,0.6540922951845052,89.6,0.0
276,5520,5501-5520,524288,-10.0,0.9182989127056013,87.8,0.0
277,5540,5521-5540,524288,-10.0,0.5973345908108407,84.2,0.0
278,5560,5541-5560,524288,-10.0,0.7269980749591599,82.0,0.0
279,5580,5561-5580,524288,-10.0,0.8884710485899685,94.8,0.0
280,5600,5581-5600,524288,-10.0,0.6160757050211074,79.95,0.0
281,5620,5601-5620,524288,-10.0,1.0019354274465109,97.2,0.0
282,5640,5621-5640,524288,-10.0,0.8752544997955658,94.3,0.0
283,5660,5641-5660,524288,-10.0,1.0560258216456402,112.45,0.0
284,5680,5661-5680,524288,-10.0,0.5296862139118312,84.9,0.0
285,5700,5681-5700,524288,-10.0,1.0912514083689207,87.6,0.0
286,5720,5701-5720,524288,-10.0,0.8028930313057694,90.65,0.0
287,5740,5721-5740,524288,-10.0,0.9822428513897691,97.35,0.0
288,5760,5741-5760,524288,-10.0,0.7228524633004572,92.0,0.0
289,5780,5761-5780,524288,-10.0,0.8660421318539132,79.05,0.0
290,5800,5781-5800,524288,-10.0,0.7835953966920762,88.35,0.0
291,5820,5801-5820,524288,-10.0,0.6922476340946531,84.85,0.0
292,5840,5821-5840,524288,-10.0,0.8460450695950316,89.25,0.0
293,5860,5841-5860,524288,-10.0,0.9740954182046103,87.7,0.0
294,5880,5861-5880,524288,-10.0,1.1356452918158833,89.6,0.0
295,5900,5881-5900,524288,-10.0,0.9268653061965425,80.05,0.0
296,5920,5901-5920,589824,-10.0,0.8676854080728814,91.65,0.0
297,5940,5921-5940,589824,-10.0,1.3376202099292853,93.85,0.0
298,5960,5941-5960,589824,-10.0,1.438204738878206,92.65,0.0
299,5980,5961-5980,589824,-10.0,0.9156409635091945,97.0,0.0
300,6000,5981-6000,589824,-10.0,0.8283183075555268,98.45,0.0
301,6020,6001-6020,589824,-10.0,0.7154672128631716,87.05,0.0
302,6040,6021-6040,589824,-10.0,1.2118574760320526,84.75,0.0
303,6060,6041-6060,589824,-10.0,1.1485128704986463,97.55,0.0
304,6080,6061-6080,589824,-10.0,1.1506261054160614,88.3,0.0
305,6100,6081-6100,589824,-10.0,0.8564475746506359,83.15,0.0
306,6120,6101-6120,589824,-10.0,0.755264758873464,99.15,0.0
307,6140,6121-6140,589824,-10.0,0.4232541621085666,89.55,0.0
308,6160,6141-6160,589824,-10.0,0.9101021994173666,104.05,0.0
309,6180,6161-6180,589824,-10.0,0.9779972212073884,83.95,0.0
310,6200,6181-6200,589824,-10.0,0.9040704757952198,79.15,0.0
311,6220,6201-6220,589824,-10.0,0.5419788585045151,81.9,0.0
312,6240,6221-6240,589824,-10.0,0.8756420815864157,82.0,0.0
313,6260,6241-6260,589824,-10.0,0.8745776887298691,98.15,0.0
314,6280,6261-6280,589824,-10.0,0.9019880168169555,86.8,0.0
315,6300,6281-6300,589824,-10.0,1.1671830128096454,95.85,0.0
316,6320,6301-6320,589824,-10.0,0.8592793560724825,101.25,0.0
317,6340,6321-6340,589824,-10.0,1.1491335112627794,79.55,0.0
318,6360,6341-6360,589824,-10.0,0.503654249996922,95.05,0.0
319,6380,6361-6380,589824,-10.0,0.9205918230335575,87.65,0.0
320,6400,6381-6400,589824,-10.0,1.2307545257481327,81.25,0.0
321,6420,6401-6420,589824,-10.0,0.7892484178242064,113.6,0.0
322,6440,6421-6440,589824,-10.0,0.6897555535268249,75.6,0.0
323,6460,6441-6460,589824,-10.0,1.0178135053351354,87.85,0.0
324,6480,6461-6480,589824,-10.0,1.0334404009373066,75.7,0.0
325,6500,6481-6500,589824,-10.0,1.2215633014215717,89.1,0.0
326,6520,6501-6520,589824,-10.0,0.972670367337426,87.6,0.0
327,6540,6521-6540,589824,-10.0,1.0208716525273942,94.1,0.0
328,6560,6541-6560,589824,-10.0,1.2915512987830313,104.1,0.0
329,6580,6561-6580,589824,-10.0,0.5994549527223761,80.35,0.0
330,6600,6581-6600,589824,-10.0,0.9125821425057641,89.65,0.0
331,6620,6601-6620,589824,-10.0,0.8132540752649297,87.35,0.0
332,6640,6621-6640,655360,-10.0,1.483384467337143,103.0,0.0
333,6660,6641-6660,655360,-10.0,1.040782498495636,100.25,0.0
334,6680,6661-6680,655360,-10.0,0.7380381219064815,82.25,0.0
335,6700,6681-6700,655360,-10.0,1.0155323487996275,109.95,0.0
336,6720,6701-6720,655360,-10.0,1.0548744811577984,80.55,0.0
337,6740,6721-6740,655360,-10.0,0.8974502664742093,93.6,0.0
338,6760,6741-6760,655360,-10.0,1.200250980055029,87.7,0.0
339,6780,6761-6780,655360,-10.0,0.7800220488205015,79.25,0.0
340,6800,6781-6800,655360,-10.0,0.7385561242414512,99.9,0.0
341,6820,6801-6820,655360,-10.0,0.9256824112643617,100.55,0.0
342,6840,6821-6840,655360,-10.0,0.7955422511386385,70.7,0.0
343,6860,6841-6860,655360,-10.0,0.7914190734779695,72.0,0.0
344,6880,6861-6880,655360,-10.0,1.2478370583939844,101.4,0.0
345,6900,6881-6900,655360,-10.0,1.1078157836038645,101.95,0.0
346,6920,6901-6920,655360,-10.0,1.1123953156616007,79.2,0.0
347,6940,6921-6940,655360,-10.0,0.5636112655321017,84.9,0.0
348,6960,6941-6960,655360,-10.0,1.0616032464921226,94.15,0.0
349,6980,6961-6980,655360,-10.0,0.8491823064106827,78.75,0.0
350,7000,6981-7000,655360,-10.0,1.0614763053262277,75.2,0.0
351,7020,7001-7020,655360,-10.0,0.4233000082702946,92.8,0.0
352,7040,7021-7040,655360,-10.0,1.110762129697292,85.45,0.0
353,7060,7041-7060,655360,-10.0,0.4283668666338577,79.55,0.0
354,7080,7061-7080,655360,-10.0,1.1742597125259473,102.1,0.0
355,7100,7081-7100,655360,-10.0,0.5855851053438872,80.45,0.0
356,7120,7101-7120,655360,-10.0,0.6795118478917672,81.3,0.0
357,7140,7121-7140,655360,-10.0,0.8551893047478527,85.95,0.0
358,7160,7141-7160,655360,-10.0,0.5021578039826192,92.25,0.0
359,7180,7161-7180,655360,-10.0,1.1275956443804502,104.4,0.0
360,7200,7181-7200,655360,-10.0,0.6657253998755666,100.15,0.0
361,7220,7201-7220,655360,-10.0,0.6614303287017848,87.0,0.0
362,7240,7221-7240,655360,-10.0,1.0673449186409953,90.4,0.0
363,7260,7241-7260,655360,-10.0,0.9297235358316314,101.4,0.0
364,7280,7261-7280,655360,-10.0,0.8498015780256379,107.45,0.0
365,7300,7281-7300,655360,-10.0,0.704647793284493,83.9,0.0
366,7320,7301-7320,655360,-10.0,0.9597255495775938,82.25,0.0
367,7340,7321-7340,655360,-10.0,0.4801319917295023,104.6,0.0
368,7360,7341-7360,720896,-10.0,0.4230736039009626,77.55,0.0
369,7380,7361-7380,720896,-10.0,0.9021310164297327,92.75,0.0
370,7400,7381-7400,720896,-10.0,0.43931795464003054,87.0,0.0
371,7420,7401-7420,720896,-10.0,0.7914560865319361,80.55,0.0
372,7440,7421-7440,720896,-10.0,0.969903841312761,93.5,0.0
373,7460,7441-7460,720896,-10.0,0.22178878826807197,85.6,0.0
374,7480,7461-7480,720896,-10.0,0.5970100420857999,71.9,0.0
375,7500,7481-7500,720896,-10.0,0.6481669278947565,80.4,0.0
376,7520,7501-7520,720896,-10.0,1.1996616912930873,84.4,0.0
377,7540,7521-7540,720896,-10.0,0.3644514850494884,73.65,0.0
378,7560,7541-7560,720896,-10.0,0.7389359504121449,79.85,0.0
379,7580,7561-7580,720896,-10.0,0.6878166419551821,88.5,0.0
380,7600,7581-7600,720896,-10.0,0.7191897468349924,96.15,0.0
381,7620,7601-7620,720896,-10.0,0.5606332113892668,81.25,0.0
382,7640,7621-7640,720896,-10.0,1.013239162254684,110.4,0.0
383,7660,7641-7660,720896,-10.0,0.5016592304026857,97.95,0.0
384,7680,7661-7680,720896,-10.0,0.788028104654161,81.1,0.0
385,7700,7681-7700,720896,-10.0,0.6948025861705666,90.3,0.0
386,7720,7701-7720,720896,-10.0,0.619893702525802,94.2,0.0
387,7740,7721-7740,720896,-10.0,1.0819023452575265,112.9,0.0
388,7760,7741-7760,720896,-10.0,0.7352736178721994,78.6,0.0
389,7780,7761-7780,720896,-10.0,0.6235745301586826,93.7,0.0
390,7800,7781-7800,720896,-10.0,1.1750780671438892,96.35,0.0
