batch_num,episode_end,episodes_range,global_step,mean_return,mean_distance,mean_survival,success_rate
90,1800,1781-1800,720896,-10.0,3.9258148926621894,289.3,0.0
91,1820,1801-1820,720896,-10.0,3.4997637748968886,192.4,0.0
92,1840,1821-1840,720896,-10.0,3.528233106227453,229.65,0.0
93,1860,1841-1860,720896,-10.0,3.9894291319033264,248.95,0.0
94,1880,1861-1880,720896,-10.0,4.4468331633679306,256.0,0.0
95,1900,1881-1900,720896,-10.0,3.222513832532384,242.5,0.0
96,1920,1901-1920,720896,-10.0,3.0158962942014735,220.05,0.0
97,1940,1921-1940,720896,-10.0,4.1478945631307775,252.45,0.0
98,1960,1941-1960,720896,-10.0,3.8521145147149225,215.2,0.0
99,1980,1961-1980,786432,-10.0,4.774021438791015,239.5,0.0
100,2000,1981-2000,786432,-10.0,4.447685348852145,240.65,0.0
101,2020,2001-2020,786432,-10.0,4.215516145144602,281.55,0.0
102,2040,2021-2040,786432,-10.0,3.2523986276947654,270.15,0.0
103,2060,2041-2060,786432,-10.0,3.805286758186122,233.8,0.0
104,2080,2061-2080,786432,-10.0,5.087898044119344,266.6,0.0
105,2100,2081-2100,786432,-10.0,4.853221013063957,260.15,0.0
106,2120,2101-2120,786432,-10.0,3.3528408483861347,199.2,0.0
107,2140,2121-2140,786432,-10.0,3.196171859411978,184.85,0.0
108,2160,2141-2160,786432,-10.0,4.08551813442471,228.7,0.0
109,2180,2161-2180,786432,-10.0,4.145203615402788,214.3,0.0
110,2200,2181-2200,786432,-10.0,3.8456793186155025,271.5,0.0
111,2220,2201-2220,786432,-10.0,4.006336089356117,208.55,0.0
112,2240,2221-2240,851968,-10.0,4.029087928314333,285.5,0.0
113,2260,2241-2260,851968,-10.0,3.7955706030426297,193.7,0.0
114,2280,2261-2280,851968,-10.0,4.1670875802064105,235.65,0.0
115,2300,2281-2300,851968,-10.0,4.012242369904461,252.15,0.0
116,2320,2301-2320,851968,-10.0,4.622714881200198,231.9,0.0
117,2340,2321-2340,851968,-10.0,4.135271959134171,347.55,0.0
118,2360,2341-2360,851968,-9.503449997190897,4.57073747272629,284.35,0.0
119,2380,2361-2380,851968,-9.498544507463572,3.1327814486680983,284.45,0.0
120,2400,2381-2400,851968,-10.0,5.6592299170382585,352.45,0.0
121,2420,2401-2420,851968,-9.501559101609466,3.857103152157041,296.05,0.0
122,2440,2421-2440,851968,-10.0,3.585612095648404,298.95,0.0
123,2460,2441-2460,851968,-8.00136964413356,3.4170951389965802,402.9,0.0
124,2480,2461-2480,917504,-10.0,3.852834678720277,261.7,0.0
125,2500,2481-2500,917504,-9.49833027770631,4.352128395232315,272.75,0.0
126,2520,2501-2520,917504,-10.0,4.597108016294029,285.15,0.0
127,2540,2521-2540,917504,-10.0,3.6001461396508043,214.4,0.0
128,2560,2541-2560,917504,-10.0,3.674427736958755,264.45,0.0
129,2580,2561-2580,917504,-10.0,3.4564036885159277,239.75,0.0
130,2600,2581-2600,917504,-9.00126231121539,3.515843645270251,337.4,0.0
131,2620,2601-2620,917504,-10.0,4.398560806124602,302.4,0.0
132,2640,2621-2640,917504,-10.0,3.834325103761376,321.75,0.0
133,2660,2641-2660,917504,-9.5011132257388,3.7021780999871496,353.25,0.0
134,2680,2661-2680,917504,-9.50031529021167,3.158610982839935,348.3,0.0
135,2700,2681-2700,983040,-10.0,5.006000667618416,325.1,0.0
136,2720,2701-2720,983040,-10.0,4.933841285886173,308.55,0.0
137,2740,2721-2740,983040,-10.0,3.448660567390223,244.4,0.0
138,2760,2741-2760,983040,-9.500228421838127,5.653105564709786,355.15,0.0
139,2780,2761-2780,983040,-9.502619017346314,5.80439579741668,340.5,0.0
140,2800,2781-2800,983040,-9.499517010271884,4.0942041940120735,347.5,0.0
141,2820,2801-2820,983040,-10.0,4.460328443132196,240.75,0.0
142,2840,2821-2840,983040,-10.0,4.623911987031117,205.85,0.0
143,2860,2841-2860,983040,-10.0,5.162901727061471,220.05,0.0
144,2880,2861-2880,983040,-10.0,5.650725267102324,210.75,0.0
145,2900,2881-2900,983040,-10.0,3.596957009711698,185.05,0.0
146,2920,2901-2920,983040,-10.0,4.705836276304713,202.4,0.0
147,2940,2921-2940,983040,-10.0,5.014591809571121,204.95,0.0
148,2960,2941-2960,1048576,-10.0,4.04360912774791,207.15,0.0
149,2980,2961-2980,1048576,-9.49982744001161,4.924124830234687,308.05,0.0
150,3000,2981-3000,1048576,-10.0,3.7582169018747136,181.75,0.0
151,3020,3001-3020,1048576,-9.500170025432755,4.539109836881468,293.95,0.0
152,3040,3021-3040,1048576,-10.0,3.736372525929397,173.5,0.0
153,3060,3041-3060,1048576,-9.00131457797507,3.168651298388909,323.0,0.0
154,3080,3061-3080,1048576,-8.999320576257057,3.796884179177808,399.85,0.0
155,3100,3081-3100,1048576,-8.999850233990424,3.622944055946671,323.5,0.0
156,3120,3101-3120,1048576,-9.499624877198567,3.62514965085389,234.55,0.0
157,3140,3121-3140,1048576,-10.0,3.4875562583428192,162.2,0.0
158,3160,3141-3160,1048576,-10.0,2.585280023153505,178.05,0.0
159,3180,3161-3180,1048576,-10.0,4.587493045038456,192.35,0.0
160,3200,3181-3200,1048576,-10.0,3.002525120117858,183.55,0.0
161,3220,3201-3220,1114112,-9.499904127502436,3.5331755133387865,232.35,0.0
162,3240,3221-3240,1114112,-10.0,2.687716741468678,179.85,0.0
163,3260,3241-3260,1114112,-10.0,2.904961194416963,176.65,0.0
164,3280,3261-3280,1114112,-10.0,3.930270979377299,180.4,0.0
165,3300,3281-3300,1114112,-10.0,3.719392531011109,199.2,0.0
166,3320,3301-3320,1114112,-10.0,4.065694159134308,207.9,0.0
167,3340,3321-3340,1114112,-10.0,3.779010949725209,216.25,0.0
168,3360,3341-3360,1114112,-10.0,4.221723044447016,204.8,0.0
169,3380,3361-3380,1114112,-10.0,4.2651429024479794,191.7,0.0
170,3400,3381-3400,1114112,-10.0,3.503954516422696,203.9,0.0
171,3420,3401-3420,1114112,-10.0,4.459845819521399,248.3,0.0
172,3440,3421-3440,1114112,-10.0,4.173096744991556,234.35,0.0
173,3460,3441-3460,1114112,-10.0,3.53853719706625,221.15,0.0
174,3480,3461-3480,1114112,-9.501686687754358,3.464027849608365,279.85,0.0
175,3500,3481-3500,1114112,-10.0,3.897484115937124,261.55,0.0
176,3520,3501-3520,1179648,-10.0,3.028427250917181,189.05,0.0
177,3540,3521-3540,1179648,-9.499782597636456,4.438245946104734,264.75,0.0
178,3560,3541-3560,1179648,-9.49899734581882,4.081199808994294,307.3,0.0
179,3580,3561-3580,1179648,-10.0,4.915744575809723,279.7,0.0
180,3600,3581-3600,1179648,-10.0,4.138496674899349,269.65,0.0
181,3620,3601-3620,1179648,-10.0,4.234400646182424,293.3,0.0
182,3640,3621-3640,1179648,-9.000857400273123,5.8884235796904445,400.4,0.0
183,3660,3641-3660,1179648,-9.500353968720065,3.39097244864152,292.4,0.0
184,3680,3661-3680,1179648,-10.0,5.187449389163529,282.7,0.0
185,3700,3681-3700,1179648,-10.0,3.898892588593911,296.7,0.0
186,3720,3701-3720,1179648,-9.50000315886949,4.662434183591561,294.1,0.0
187,3740,3721-3740,1245184,-10.0,3.6551224696419333,320.05,0.0
188,3760,3741-3760,1245184,-10.0,3.5456503290249914,186.1,0.0
189,3780,3761-3780,1245184,-9.500403013458806,3.5985295811483633,263.8,0.0
190,3800,3781-3800,1245184,-8.499565231238854,4.463239281773094,396.25,0.0
191,3820,3801-3820,1245184,-10.0,4.427066761429293,277.5,0.0
192,3840,3821-3840,1245184,-9.500555185037848,4.256928827948662,255.7,0.0
193,3860,3841-3860,1245184,-9.49953929766457,4.205719431082825,287.1,0.0
194,3880,3861-3880,1245184,-10.0,5.259635773488456,292.05,0.0
195,3900,3881-3900,1245184,-9.004902336871645,3.8754864610445354,360.9,0.0
196,3920,3901-3920,1245184,-7.490288021841211,4.018481116895399,482.95,0.0
197,3940,3921-3940,1310720,-7.502905320017362,3.4981262074315387,481.1,0.0
198,3960,3941-3960,1310720,-6.494803116682467,4.176748475419768,625.2,0.0
199,3980,3961-3980,1310720,-4.510153580344038,4.11494343041573,797.9,0.0
200,4000,3981-4000,1310720,-7.502264611138346,4.055899664273713,532.85,0.0
201,4020,4001-4020,1376256,-4.491617278021827,3.9517403281652506,744.9,0.0
202,4040,4021-4040,1376256,-7.492800621135257,3.942434895996042,639.85,0.0
203,4060,4041-4060,1376256,-8.001526661164961,3.8401948362394847,527.3,0.0
204,4080,4061-4080,1376256,-8.504142471914601,3.265487253747653,497.2,0.0
205,4100,4081-4100,1376256,-8.498224196503733,3.359755815333677,531.3,0.0
206,4120,4101-4120,1376256,-7.490445924124434,3.6077982743864787,506.9,0.0
207,4140,4121-4140,1441792,-7.4986247004469275,3.4768073049441464,649.65,0.0
208,4160,4141-4160,1441792,-5.507138150338345,3.0763326204278054,635.7,0.0
209,4180,4161-4180,1441792,-6.492460854355687,2.736145173999998,738.95,0.0
210,4200,4181-4200,1441792,-4.514282936902504,2.729905287191472,755.05,0.0
211,4220,4201-4220,1441792,-7.526275239590836,2.116117822671664,591.45,0.0
212,4240,4221-4240,1441792,-7.50050210018875,3.0831846052746084,525.2,0.0
213,4260,4241-4260,1507328,-6.5010927372380936,2.968963900846283,681.2,0.0
214,4280,4261-4280,1507328,-4.496591153255174,2.8500213752502925,812.75,0.0
215,4300,4281-4300,1507328,-7.506778263409092,3.3435124422746645,615.2,0.0
216,4320,4301-4320,1507328,-3.9986758193266487,2.5690270795978116,698.55,0.0
217,4340,4321-4340,1572864,-7.5029633527446435,4.012915698802791,564.6,0.0
218,4360,4341-4360,1572864,-4.506348306400121,2.516718339866495,835.05,0.0
219,4380,4361-4380,1572864,-6.028964873842808,2.1746908291843963,732.25,0.0
220,4400,4381-4400,1572864,-8.502392448926198,2.5863367794284,636.25,0.0
221,4420,4401-4420,1572864,-9.501288999677183,2.41252605581444,471.8,0.0
222,4440,4421-4440,1572864,-10.0,2.8616784318723383,470.95,0.0
223,4460,4441-4460,1638400,-10.0,3.349144773217142,393.75,0.0
224,4480,4461-4480,1638400,-10.0,2.9210266771822537,406.65,0.0
225,4500,4481-4500,1638400,-9.505886334596866,2.4134489179118805,326.15,0.0
226,4520,4501-4520,1638400,-9.500531576402915,3.183401406571565,368.4,0.0
227,4540,4521-4540,1638400,-10.0,2.9983390759850588,397.85,0.0
228,4560,4541-4560,1638400,-10.0,3.5548175527631636,401.4,0.0
229,4580,4561-4580,1638400,-10.0,2.7498175527622886,248.35,0.0
230,4600,4581-4600,1638400,-10.0,2.648257210910898,319.6,0.0
231,4620,4601-4620,1638400,-8.501362534591735,3.063937771682637,455.85,0.0
232,4640,4621-4640,1703936,-6.503627962835867,2.7873978525337804,595.15,0.0
233,4660,4641-4660,1703936,-1.5130156942904616,1.8160452342703217,948.05,0.0
234,4680,4661-4680,1703936,-7.019955477513371,1.6585599790502876,571.85,0.0
235,4700,4681-4700,1703936,-7.504355330513401,1.9504108631185038,536.95,0.0
236,4720,4701-4720,1769472,-4.498523070466382,1.6261582316073029,802.9,0.0
237,4740,4721-4740,1769472,-7.470731579125507,1.831844798987494,663.85,0.0
238,4760,4741-4760,1769472,-2.985661827065816,1.715644657328085,833.85,0.0
239,4780,4761-4780,1769472,-5.471362638341718,1.9677948769671922,702.0,0.0
240,4800,4781-4800,1769472,-3.968063369193671,1.6096808737993478,782.1,0.0
241,4820,4801-4820,1835008,-2.4569898412841065,1.864895650713115,852.3,0.0
242,4840,4821-4840,1835008,-1.9740618045225198,2.3969332249688216,854.7,0.0
243,4860,4841-4860,1835008,-4.487698564772382,1.712184392576432,863.5,0.0
244,4880,4861-4880,1900544,-0.9806743254218645,2.134487313878707,961.45,0.0
245,4900,4881-4900,1900544,-1.4813326570117735,2.3487032707260895,954.45,0.0
246,4920,4901-4920,1900544,-3.0086928644457616,2.2292734178098943,894.85,0.0
247,4940,4921-4940,1900544,-2.48807423939219,1.9279577789068039,884.0,0.0
248,4960,4941-4960,1966080,-1.98019334135691,2.0565096111987944,897.1,0.0
249,4980,4961-4980,1966080,-1.4588273333692847,1.9972223057446645,937.65,0.0
250,5000,4981-5000,1966080,-2.471084970836266,2.362050977685614,960.45,0.0
251,5020,5001-5020,2031616,-4.978928116728596,1.2396230369319727,834.9,0.0
252,5040,5021-5040,2031616,-2.9795248752121246,1.378049661136493,895.9,0.0
253,5060,5041-5060,2031616,-4.494333638904516,1.6415497144167008,800.1,0.0
254,5080,5061-5080,2031616,-4.48949143918428,1.782035548526086,806.05,0.0
255,5100,5081-5100,2097152,-5.47064935354994,1.208561761534076,741.45,0.0
256,5120,5101-5120,2097152,-6.0077970972394885,1.2447806942538944,621.65,0.0
257,5140,5121-5140,2097152,-6.004746130054987,0.4628360891089682,518.45,0.0
258,5160,5141-5160,2097152,-5.981443923705747,1.3235433096161482,628.15,0.0
259,5180,5161-5180,2097152,-6.48407957084265,1.0744336635110612,548.9,0.0
260,5200,5181-5200,2097152,-6.997547177333457,0.7008699447604787,585.25,0.0
261,5220,5201-5220,2162688,-8.502571561313513,0.6412252803848075,452.75,0.0
262,5240,5221-5240,2162688,-8.503999408196304,0.16750307644012402,399.7,0.0
263,5260,5241-5260,2162688,-9.00810134251388,0.2562717859281022,269.2,0.0
264,5280,5261-5280,2162688,-7.501850740941313,0.25615249517629196,367.25,0.0
265,5300,5281-5300,2162688,-10.0,0.030594284429136108,318.05,0.0
266,5320,5301-5320,2162688,-9.004562232074978,0.12199378416699451,343.95,0.0
267,5340,5321-5340,2162688,-10.0,-0.10528655011491321,274.15,0.0
268,5360,5341-5360,2162688,-9.50959641035877,-0.09024091148941729,267.15,0.0
269,5380,5361-5380,2162688,-10.0,0.22146905922744753,257.6,0.0
270,5400,5381-5400,2162688,-10.0,-0.15671536460432134,258.85,0.0
271,5420,5401-5420,2162688,-10.0,-0.15933797223750373,301.6,0.0
272,5440,5421-5440,2162688,-10.0,-0.14046429129781454,215.6,0.0
273,5460,5441-5460,2162688,-10.0,-0.12529139916925897,230.1,0.0
274,5480,5461-5480,2228224,-10.0,-0.11502333393450082,254.35,0.0
275,5500,5481-5500,2228224,-10.0,-0.018513680963483048,251.8,0.0
276,5520,5501-5520,2228224,-10.0,-0.11050102392113537,204.35,0.0
277,5540,5521-5540,2228224,-9.499109931302517,0.025119406879636742,296.5,0.0
278,5560,5541-5560,2228224,-9.499408620932936,-0.0235973715551387,272.15,0.0
279,5580,5561-5580,2228224,-8.987856503619467,0.0268790970578743,237.6,0.0
280,5600,5581-5600,2228224,-8.512701851838028,0.026295996351984142,296.3,0.0
281,5620,5601-5620,2228224,-9.49900067406649,0.1351111724257788,237.35,0.0
282,5640,5621-5640,2228224,-9.504565319814565,0.08160089274937352,207.1,0.0
283,5660,5641-5660,2228224,-9.499489928270012,0.07929390565539356,202.15,0.0
284,5680,5661-5680,2228224,-8.002347579826445,0.6647588413380404,384.75,0.0
285,5700,5681-5700,2293760,-8.01718951005466,0.2321333550776224,330.6,0.0
286,5720,5701-5720,2293760,-10.0,-0.12472320658248348,201.0,0.0
287,5740,5721-5740,2293760,-8.504560716353762,0.11159954654070796,415.25,0.0
288,5760,5741-5760,2293760,-8.509981463053716,0.1661603837236955,248.55,0.0
289,5780,5761-5780,2293760,-8.002364468662078,0.37869599187201425,300.05,0.0
290,5800,5781-5800,2293760,-7.5176122348225976,0.39256176289475736,331.5,0.0
291,5820,5801-5820,2293760,-7.005643000375244,0.6381810738366436,475.9,0.0
292,5840,5821-5840,2293760,-8.500140315579044,0.4884703757074343,295.4,0.0
293,5860,5841-5860,2293760,-8.013661754629776,0.42410354659268545,415.5,0.0
294,5880,5861-5880,2293760,-9.010074397405557,0.2733910863888873,250.6,0.0
295,5900,5881-5900,2359296,-7.510233288787923,0.5422243781483778,428.45,0.0
296,5920,5901-5920,2359296,-7.498187353251964,0.5575622248688226,423.4,0.0
297,5940,5921-5940,2359296,-7.996709121902685,0.17498056560485814,374.65,0.0
298,5960,5941-5960,2359296,-7.493210332105019,0.7184646125620111,445.85,0.0
299,5980,5961-5980,2359296,-7.514820420160083,0.5022628255259145,451.45,0.0
300,6000,5981-6000,2359296,-8.506311046000258,0.46408136816093837,282.85,0.0
301,6020,6001-6020,2359296,-9.508081415901557,0.2320709526131329,223.35,0.0
302,6040,6021-6040,2359296,-8.495014168108405,0.45382772752021544,337.05,0.0
303,6060,6041-6060,2359296,-7.5201358453333,0.6379328163077671,415.25,0.0
304,6080,6061-6080,2424832,-9.005770762197042,0.18774033184016298,293.85,0.0
305,6100,6081-6100,2424832,-10.0,0.5698203909515717,317.25,0.0
306,6120,6101-6120,2424832,-7.986938360056557,0.6278315444370254,331.55,0.0
307,6140,6121-6140,2424832,-9.504424341378392,0.46848287067396777,261.9,0.0
308,6160,6141-6160,2424832,-8.488680727518872,0.2038578319478508,377.15,0.0
309,6180,6161-6180,2424832,-9.502104438490615,0.12257010243242608,204.55,0.0
310,6200,6181-6200,2424832,-10.0,-0.08080297272078814,203.9,0.0
311,6220,6201-6220,2424832,-9.49873414056249,-0.04208150311636295,251.35,0.0
312,6240,6221-6240,2424832,-10.0,-0.08593937449328379,150.8,0.0
313,6260,6241-6260,2424832,-9.500699698889495,0.10928726902867128,224.0,0.0
314,6280,6261-6280,2424832,-10.0,-0.14527113797644473,108.05,0.0
315,6300,6281-6300,2424832,-10.0,0.20053855108375024,179.8,0.0
316,6320,6301-6320,2424832,-9.511340790521388,0.034876315914211566,159.9,0.0
317,6340,6321-6340,2424832,-10.0,-0.1341523311766004,177.15,0.0
318,6360,6341-6360,2424832,-9.495414412611266,0.04315546241532251,183.85,0.0
319,6380,6361-6380,2424832,-10.0,-0.16598833008537944,111.3,0.0
320,6400,6381-6400,2424832,-9.500390708708043,0.055644710842136604,155.1,0.0
321,6420,6401-6420,2490368,-10.0,-0.13946856158355964,101.4,0.0
322,6440,6421-6440,2490368,-10.0,-0.16339702500365338,121.05,0.0
323,6460,6441-6460,2490368,-10.0,-0.1694402666679407,139.4,0.0
324,6480,6461-6480,2490368,-10.0,-0.1903147727833177,89.1,0.0
325,6500,6481-6500,2490368,-10.0,-0.0888156426882892,120.45,0.0
326,6520,6501-6520,2490368,-10.0,0.13601558899581181,103.4,0.0
327,6540,6521-6540,2490368,-9.499694178995034,0.49710984913272416,256.35,0.0
328,6560,6541-6560,2490368,-10.0,0.4648467503884618,206.4,0.0
329,6580,6561-6580,2490368,-10.0,-0.13366708178957293,138.1,0.0
330,6600,6581-6600,2490368,-10.0,0.1949471068017278,169.75,0.0
331,6620,6601-6620,2490368,-9.492287977795112,0.31212987019582783,259.15,0.0
332,6640,6621-6640,2490368,-8.99776776250486,-0.00861971717700865,202.6,0.0
333,6660,6641-6660,2490368,-10.0,-0.13243393036515264,139.9,0.0
334,6680,6661-6680,2490368,-9.500524544849064,0.18517607958924825,146.5,0.0
335,6700,6681-6700,2490368,-9.513819729417163,-0.02077425589931538,136.5,0.0
336,6720,6701-6720,2490368,-10.0,-0.1673526227432484,94.95,0.0
337,6740,6721-6740,2490368,-9.500655180657006,0.0401529535691558,126.25,0.0
338,6760,6741-6760,2490368,-9.500407238150043,0.08938414257358498,143.35,0.0
339,6780,6761-6780,2490368,-9.507576974083557,0.026291772003159762,146.85,0.0
340,6800,6781-6800,2490368,-10.0,-0.10284658895963805,117.2,0.0
341,6820,6801-6820,2490368,-9.504080556787816,0.5501550948034679,260.95,0.0
342,6840,6821-6840,2555904,-10.0,0.3252765163924569,171.75,0.0
343,6860,6841-6860,2555904,-10.0,-0.17054763915330978,114.25,0.0
344,6880,6861-6880,2555904,-10.0,-0.12313596495556763,110.7,0.0
345,6900,6881-6900,2555904,-10.0,-0.11148415801797747,117.45,0.0
346,6920,6901-6920,2555904,-10.0,-0.20723604814752758,100.1,0.0
347,6940,6921-6940,2555904,-10.0,-0.1577810997377812,98.8,0.0
348,6960,6941-6960,2555904,-10.0,-0.15886204339572882,85.7,0.0
349,6980,6961-6980,2555904,-10.0,-0.18359307713167738,85.85,0.0
350,7000,6981-7000,2555904,-10.0,-0.033465499244584376,91.05,0.0
351,7020,7001-7020,2555904,-10.0,-0.07000735575446779,136.9,0.0
352,7040,7021-7040,2555904,-10.0,-0.1581364591748135,120.6,0.0
353,7060,7041-7060,2555904,-10.0,-0.1434190222854982,91.95,0.0
354,7080,7061-7080,2555904,-10.0,-0.07768207436651849,104.6,0.0
355,7100,7081-7100,2555904,-10.0,-0.1626488988052539,111.05,0.0
356,7120,7101-7120,2555904,-9.499939534553487,0.06758814609463766,130.5,0.0
357,7140,7121-7140,2555904,-10.0,-0.15720771983157217,113.4,0.0
358,7160,7141-7160,2555904,-10.0,-0.19459625935585495,98.0,0.0
359,7180,7161-7180,2555904,-10.0,-0.11247468116584405,122.75,0.0
360,7200,7181-7200,2555904,-10.0,-0.18094188264680539,79.3,0.0
361,7220,7201-7220,2555904,-10.0,-0.18687700372804106,80.2,0.0
362,7240,7221-7240,2555904,-9.501035734964692,-0.1493817347803843,171.8,0.0
363,7260,7241-7260,2555904,-10.0,-0.16828143272426938,86.05,0.0
364,7280,7261-7280,2555904,-10.0,-0.2266005269447741,78.7,0.0
365,7300,7281-7300,2555904,-10.0,-0.19065475825618047,102.35,0.0
366,7320,7301-7320,2555904,-10.0,-0.1646083559199258,106.6,0.0
367,7340,7321-7340,2555904,-10.0,-0.172895801974994,76.95,0.0
